xy_p xy_n yz_p yz_n zx_p zx_n
46 742 0 625 635 0 
126 623 66 586 587 60 
51 999 168 357 255 218 
92 758 0 636 504 58 
157 568 123 560 532 108 
93 928 317 200 0 510 
262 200 125 629 519 313 
172 79 368 646 490 293 
217 504 352 283 207 485 
233 229 336 438 398 414 
252 151 365 444 445 391 
231 450 444 229 276 418 
236 162 398 404 449 399 
248 162 382 419 469 368 
218 527 508 183 280 332 
220 232 432 367 464 333 
258 159 394 445 436 356 
705 59 395 243 179 467 
49 974 230 285 348 162 
75 966 74 410 523 0 
173 732 57 501 585 0 
489 0 385 409 389 376 
0 1029 0 518 501 0 
118 777 0 564 589 0 
488 0 383 408 389 380 
72 958 0 544 400 74 
173 734 0 590 498 53 
495 0 390 415 356 392 
411 599 0 523 0 515 
458 162 344 544 330 210 
500 0 402 394 357 395 
837 91 438 99 0 583 
718 61 404 232 170 463 
478 0 407 340 417 406 
892 0 566 0 0 590 
752 0 460 186 181 469 
750 0 337 315 311 335 
861 101 548 0 91 447 
700 60 476 170 231 411 
568 0 393 354 350 383 
440 488 634 0 486 0 
685 126 248 255 382 352 
492 0 397 375 392 392 
595 110 310 357 248 428 
33 1058 273 188 309 187 
73 996 118 329 532 0 
153 679 65 493 658 0 
364 0 347 433 543 361 
21 1084 24 435 484 0 
116 672 0 613 647 0 
326 21 374 471 477 379 
28 1034 0 533 421 32 
120 661 0 620 647 0 
358 25 352 461 501 351 
76 1005 0 524 313 130 
150 657 44 617 496 84 
372 0 357 433 523 363 
733 190 391 150 1 583 
584 118 339 354 243 410 
451 0 348 432 461 356 
876 0 528 1 1 642 
690 0 397 262 249 450 
502 0 348 415 421 362 
839 0 658 0 2 549 
674 0 448 251 267 408 
490 0 346 416 440 356 
727 191 578 0 164 388 
580 125 409 248 376 310 
456 0 334 420 474 364 
230 816 256 305 96 345 
0 1314 200 331 0 203 
6 1320 165 416 0 141 
21 1365 25 637 0 0 
91 1234 140 472 10 101 
3 1224 212 381 0 228 
28 1340 4 676 0 0 
74 1264 113 535 16 46 
98 1204 127 374 0 245 
133 1181 5 610 0 119 
102 1301 140 445 46 14 
224 794 192 254 0 584 
484 382 0 779 0 403 
117 950 380 279 65 257 
213 811 294 234 0 496 
244 789 272 346 0 397 
228 933 260 256 30 341 
192 853 324 229 0 450 
253 736 293 372 0 394 
221 870 261 341 29 326 
193 848 338 288 0 381 
213 816 292 385 0 342 
202 905 251 361 16 313 
310 927 501 1 0 309 
149 778 235 624 0 262 
153 1134 170 342 17 232 
699 0 388 291 293 377 
0 1018 522 10 3 495 
46 930 307 215 342 208 
153 623 57 551 664 0 
301 25 336 542 525 319 
0 987 262 284 333 182 
86 696 0 605 661 0 
116 621 45 611 610 45 
0 964 216 320 308 240 
85 685 0 663 615 0 
128 640 0 651 629 0 
42 909 200 347 265 285 
130 663 0 694 535 26 
121 545 116 587 554 125 
300 647 392 105 0 604 
655 45 343 333 177 495 
706 0 382 268 276 416 
682 491 360 28 0 487 
642 35 416 238 211 506 
665 0 440 253 235 455 
702 458 463 0 0 425 
681 0 475 222 215 455 
653 0 454 247 246 448 
509 556 531 0 92 360 
630 40 483 186 280 429 
651 0 474 245 248 430 
694 0 383 294 286 391 
0 1084 495 0 0 469 
83 942 303 204 321 195 
121 769 159 405 594 0 
261 584 68 512 604 19 
0 1032 240 267 267 242 
0 829 0 582 637 0 
180 590 0 629 649 0 
40 988 213 310 223 274 
97 784 0 593 452 122 
200 604 3 640 601 0 
138 886 337 184 0 503 
410 558 0 548 0 532 
476 168 258 513 353 280 
547 619 347 116 0 419 
687 133 470 226 81 451 
647 57 394 294 224 432 
650 414 490 0 0 494 
783 0 540 109 105 511 
664 0 444 248 250 442 
626 469 472 0 67 414 
718 88 523 90 174 455 
664 0 431 251 273 429 
140 884 504 0 196 324 
699 409 371 1 560 8 
607 121 359 259 380 322 
364 522 417 119 315 311 
0 987 532 15 20 494 
108 1045 261 241 255 138 
268 993 94 326 327 40 
354 522 195 317 171 489 
96 1073 235 256 245 143 
184 1124 79 329 332 0 
143 1023 106 314 296 166 
12 1172 167 259 274 164 
110 1203 0 358 377 0 
138 1061 110 314 316 109 
149 1041 135 243 246 234 
229 1069 42 314 306 88 
159 1004 215 256 317 97 
386 529 346 120 91 576 
505 299 341 201 287 415 
321 677 379 107 306 258 
373 640 347 150 138 400 
423 538 332 192 176 387 
411 591 367 125 201 353 
342 640 416 151 113 386 
400 555 371 191 164 367 
391 574 360 182 175 366 
353 610 407 170 127 381 
379 571 373 205 170 350 
422 635 348 239 79 325 
43 446 309 474 453 323 
0 927 525 0 0 596 
15 966 466 0 188 413 
14 455 818 4 436 321 
33 379 414 314 502 406 
3 1003 247 254 343 198 
6 988 90 393 571 0 
10 684 101 558 563 132 
0 1025 214 292 302 215 
0 1036 0 491 521 0 
13 759 0 633 643 0 
6 987 201 340 252 262 
6 968 0 566 393 115 
12 648 173 545 534 136 
24 905 374 188 0 557 
56 444 366 333 317 532 
42 445 312 477 401 371 
55 647 404 254 175 513 
54 479 316 440 353 406 
62 380 372 387 404 443 
71 548 439 275 281 434 
63 420 398 385 403 379 
57 391 387 396 400 417 
43 674 535 126 238 432 
57 459 426 346 425 335 
59 367 396 409 385 432 
473 333 376 249 210 407 
6 720 511 148 171 492 
9 676 343 327 411 282 
135 609 128 570 606 0 
140 431 264 474 470 269 
0 667 307 377 379 318 
138 625 0 635 650 0 
123 481 213 520 505 206 
0 678 305 387 359 319 
137 620 0 669 622 0 
131 468 202 520 509 218 
8 671 272 417 312 368 
136 605 0 621 531 155 
138 411 282 495 462 260 
780 401 236 85 24 522 
647 319 373 164 118 427 
174 354 334 439 418 329 
718 300 470 19 31 510 
687 279 434 101 102 445 
191 303 382 403 409 360 
699 307 510 24 38 470 
664 276 454 100 114 440 
186 310 390 402 390 370 
876 462 376 32 136 166 
597 302 428 153 201 367 
161 371 331 427 447 311 
57 152 397 554 484 404 
0 1004 521 0 0 523 
17 959 510 0 130 432 
54 685 665 0 644 0 
42 136 435 450 585 400 
0 1022 271 229 247 279 
0 1007 72 410 559 0 
15 667 0 662 704 0 
0 1004 279 254 234 277 
0 1018 0 560 470 0 
13 669 0 679 687 0 
0 978 271 303 204 292 
9 981 0 541 418 99 
40 587 107 638 532 144 
30 960 432 126 0 500 
55 499 387 339 296 472 
50 358 304 542 454 340 
39 791 536 73 68 541 
75 480 427 297 266 503 
67 324 370 461 451 375 
60 688 498 163 157 482 
85 492 461 278 280 452 
59 325 380 461 458 365 
41 836 598 0 46 527 
63 515 470 255 347 398 
59 310 392 448 494 345 
662 0 373 320 317 376 
0 943 591 6 0 508 
116 955 486 0 225 266 
272 309 245 470 752 0 
379 7 328 457 449 428 
40 1045 189 266 366 142 
56 789 38 517 648 0 
132 655 92 532 543 94 
0 1116 161 313 306 152 
14 778 0 634 622 0 
126 712 48 558 557 47 
46 1035 136 365 253 213 
63 751 0 674 502 58 
194 547 142 532 516 117 
206 739 341 161 0 601 
607 158 341 375 211 356 
678 0 378 311 308 373 
598 475 373 106 1 495 
682 117 396 246 106 501 
734 0 397 266 273 378 
628 420 517 0 5 478 
775 4 510 115 140 504 
722 1 386 271 277 391 
605 472 528 0 121 322 
656 126 482 125 275 384 
737 0 379 276 267 389 
373 374 305 490 253 253 
0 1130 532 0 0 386 
308 827 467 446 0 0 
261 588 356 400 35 408 
256 396 399 497 136 364 
29 1410 67 542 0 0 
67 1318 65 577 21 0 
241 369 470 534 139 295 
0 1434 0 614 0 0 
72 1309 23 621 23 0 
181 422 388 751 118 188 
70 1343 0 567 0 68 
104 1252 21 596 21 54 
239 402 540 476 191 200 
503 515 0 469 0 561 
514 364 101 739 0 330 
282 507 461 314 155 329 
318 539 360 289 18 524 
333 688 297 324 27 379 
330 604 364 311 108 331 
279 448 508 275 17 521 
301 667 350 374 28 328 
297 595 378 346 109 323 
237 554 504 308 15 430 
264 730 351 379 24 300 
313 427 359 445 118 386 
0 158 526 403 412 549 
0 689 622 67 62 608 
0 666 592 61 224 505 
0 664 456 150 778 0 
0 429 427 370 495 327 
0 633 329 378 388 320 
0 694 251 428 475 200 
0 649 0 696 703 0 
0 655 337 371 358 327 
0 684 228 450 450 236 
0 675 0 694 679 0 
0 632 333 387 323 373 
0 645 185 502 435 281 
0 624 0 706 617 101 
0 665 506 214 5 658 
0 436 367 459 337 449 
0 282 445 464 334 523 
0 438 506 274 249 581 
0 388 405 420 349 486 
0 323 373 488 465 399 
0 234 516 391 399 508 
0 374 462 370 364 478 
0 312 395 466 469 406 
0 686 630 0 204 528 
0 413 484 314 424 413 
0 357 384 449 525 333 
688 15 355 385 368 237 
5 1008 531 0 0 504 
32 1087 227 226 331 145 
70 939 100 373 566 0 
187 558 152 481 567 103 
0 1139 180 283 279 167 
13 972 15 485 563 0 
121 681 3 604 634 5 
8 1114 181 292 262 191 
17 957 0 587 463 24 
121 677 4 623 619 4 
59 1072 166 328 212 211 
98 923 0 564 357 106 
256 382 175 611 487 137 
153 758 416 128 0 593 
682 192 348 213 63 550 
660 91 295 377 297 328 
341 493 494 51 58 611 
758 29 496 73 86 606 
736 17 331 337 354 273 
307 525 623 57 51 485 
738 20 662 84 95 449 
709 18 383 344 358 236 
113 756 626 0 138 415 
710 197 578 65 254 244 
617 98 402 310 404 217 
1095 37 353 91 86 386 
35 868 187 367 407 184 
63 969 76 445 495 0 
354 779 46 421 448 0 
1033 158 0 361 401 95 
6 1026 19 490 507 0 
311 850 2 431 454 0 
919 253 0 365 425 86 
19 1017 1 507 484 20 
315 829 0 451 449 4 
995 154 0 411 400 88 
140 887 0 495 392 134 
426 677 0 449 404 92 
1051 155 0 368 370 104 
963 66 434 66 0 519 
1080 45 348 101 77 397 
1036 143 0 373 374 122 
1022 0 478 0 0 548 
1103 0 382 73 72 418 
1094 140 0 328 348 138 
1005 14 515 0 14 500 
1111 0 406 67 75 389 
1088 153 0 320 347 140 
940 75 511 0 80 442 
1043 67 408 80 92 358 
1048 156 0 343 368 133 
174 202 531 450 301 390 
54 826 633 3 17 515 
91 793 582 6 187 389 
320 316 430 301 605 76 
214 218 435 338 288 555 
27 907 299 270 332 213 
39 830 79 507 593 0 
129 553 172 495 495 204 
0 1056 132 324 335 201 
0 833 0 603 612 0 
124 661 133 513 491 126 
38 894 223 348 246 299 
72 789 0 605 471 111 
134 543 264 471 439 197 
112 735 387 218 0 596 
234 239 333 665 136 441 
114 449 347 445 430 263 
119 575 369 293 264 428 
145 444 352 400 342 365 
162 416 342 387 385 356 
160 571 415 261 243 398 
182 405 384 361 354 362 
155 426 357 385 383 342 
134 528 473 268 291 354 
152 430 385 354 389 338 
162 445 314 413 407 307 
143 168 357 551 444 385 
29 878 571 8 128 434 
215 623 603 0 607 0 
140 162 415 406 547 378 
151 63 420 509 487 418 
45 999 50 417 537 0 
72 794 31 530 621 0 
152 29 435 498 492 442 
0 1026 0 526 496 0 
57 772 0 627 592 0 
136 95 363 559 530 365 
46 990 0 556 405 51 
66 788 0 649 515 30 
150 30 445 499 476 448 
246 529 0 530 0 743 
228 136 373 481 401 429 
180 64 437 472 471 424 
397 83 448 223 284 613 
342 88 423 368 336 491 
342 104 383 425 408 386 
275 126 521 297 311 518 
319 102 465 373 354 435 
324 115 390 432 407 380 
226 148 590 369 317 398 
214 130 471 404 433 396 
259 124 376 462 456 371 
303 39 523 325 317 541 
0 746 605 29 30 638 
75 711 667 28 161 406 
253 517 750 37 491 0 
309 171 432 306 417 413 
14 896 333 256 309 240 
51 922 145 404 526 0 
148 759 38 514 589 0 
0 905 267 292 294 290 
10 975 0 534 529 0 
154 764 0 573 557 0 
34 881 222 313 248 350 
65 932 0 491 393 167 
181 745 0 569 478 75 
81 702 417 145 7 696 
632 379 0 376 0 661 
369 116 466 314 225 558 
392 470 524 19 0 643 
648 57 632 62 0 649 
634 10 496 177 167 564 
587 392 549 0 0 520 
688 0 708 0 0 652 
675 0 518 164 167 524 
254 532 700 0 42 520 
681 85 599 0 83 600 
648 30 538 166 187 479 
357 272 364 450 371 234 
0 726 653 8 8 653 
171 685 624 5 122 441 
613 426 604 4 401 0 
453 199 428 310 314 344 
74 874 265 300 339 196 
110 905 109 420 504 0 
204 793 0 519 527 5 
0 947 208 342 336 215 
0 1017 0 505 526 0 
220 779 0 528 521 0 
73 859 190 350 304 272 
109 915 0 496 415 113 
207 795 2 523 515 6 
194 639 434 115 0 666 
679 377 0 368 0 624 
305 330 342 473 343 255 
321 336 457 164 156 614 
327 257 417 273 282 492 
370 218 395 336 340 389 
262 290 476 245 257 518 
315 220 489 247 303 474 
337 221 415 338 369 368 
270 336 558 148 235 501 
294 254 519 276 312 393 
324 239 422 353 366 344 
39 383 302 563 525 236 
0 806 220 411 445 166 
20 981 34 452 556 5 
15 949 13 450 621 0 
37 12 514 517 612 356 
22 984 35 473 534 0 
4 944 0 508 592 0 
30 332 317 538 577 254 
0 1012 8 535 476 17 
5 912 0 562 569 0 
40 18 459 578 580 373 
0 962 27 680 0 379 
33 273 316 687 389 350 
28 186 416 585 555 278 
39 524 319 461 344 361 
39 397 290 577 511 234 
43 248 362 579 582 234 
43 441 468 392 379 325 
38 350 362 512 548 238 
40 292 354 549 583 230 
56 454 489 306 494 249 
52 299 382 454 656 205 
43 231 369 542 631 232 
125 660 593 0 659 11 
48 198 460 352 742 248 
33 141 417 577 628 252 
94 298 424 438 400 394 
97 664 558 168 76 485 
122 647 421 122 274 462 
144 329 411 399 464 301 
171 116 466 382 421 492 
10 724 298 354 396 266 
55 805 69 529 590 0 
156 366 363 399 401 363 
21 693 283 387 381 283 
56 841 6 566 561 18 
134 474 335 388 384 333 
48 727 296 363 278 336 
106 807 0 540 477 118 
164 241 427 414 393 409 
76 782 388 327 119 356 
120 449 319 451 351 358 
132 147 448 465 426 430 
115 496 304 375 388 370 
124 451 333 412 388 340 
120 441 314 441 417 315 
120 538 332 388 366 304 
123 514 337 368 374 332 
124 449 316 425 431 303 
126 534 380 301 384 323 
122 453 353 366 414 340 
129 452 319 382 431 335 
855 10 402 200 178 403 
0 622 689 31 31 675 
119 625 404 288 328 284 
207 758 191 415 477 0 
385 672 137 404 437 13 
0 681 350 331 332 354 
9 925 0 563 551 0 
280 696 0 522 550 0 
94 666 299 332 300 357 
193 767 0 495 429 164 
311 706 0 506 512 13 
169 456 391 223 264 545 
249 759 0 370 433 237 
567 264 271 352 262 332 
436 435 492 95 0 590 
740 78 542 102 31 555 
749 63 467 187 139 443 
829 354 423 8 0 434 
842 30 540 43 39 554 
800 0 485 149 141 473 
715 385 478 0 0 470 
808 33 558 35 36 578 
809 12 441 145 179 462 
259 548 717 0 119 405 
600 184 717 0 178 369 
793 77 380 172 244 382 
164 253 394 421 424 392 
0 1018 247 275 272 236 
29 970 261 273 343 172 
80 739 73 533 623 0 
200 6 441 463 499 439 
0 1006 235 299 293 215 
43 794 0 625 586 0 
120 511 207 495 491 224 
25 987 164 336 277 259 
34 795 0 636 583 0 
132 213 293 582 573 255 
34 974 170 348 209 313 
110 530 195 561 485 167 
204 125 427 431 442 419 
159 534 404 269 213 469 
173 291 369 432 367 416 
199 271 299 498 479 302 
158 529 432 275 259 395 
172 253 406 407 409 401 
171 249 394 418 419 397 
149 528 431 245 303 392 
171 260 404 412 404 397 
186 258 385 423 413 383 
125 703 742 0 120 358 
166 287 390 440 494 271 
143 252 316 505 524 308 
361 499 261 295 417 215 
41 953 343 235 288 188 
59 985 163 427 310 104 
70 1015 102 434 378 49 
119 779 43 444 540 123 
115 927 156 364 220 266 
111 882 87 490 308 170 
71 972 22 532 435 16 
72 939 158 427 288 164 
138 860 49 464 310 227 
87 872 112 499 427 51 
274 670 10 355 101 638 
401 588 0 621 136 302 
436 353 554 252 417 36 
318 487 410 186 286 361 
359 461 285 294 302 347 
387 503 247 299 386 226 
302 560 440 141 194 411 
342 453 381 205 331 336 
367 478 259 326 380 238 
272 531 450 246 235 314 
362 409 394 253 336 294 
352 502 234 353 400 207 
157 576 799 0 385 131 
442 223 349 292 572 170 
367 284 324 342 441 290 
657 29 384 281 284 413 
0 879 568 22 19 560 
42 977 235 190 428 176 
68 776 103 441 660 0 
176 617 9 578 666 2 
0 950 192 340 380 186 
0 848 0 566 634 0 
161 635 0 621 631 0 
0 951 177 406 332 182 
38 844 0 650 513 3 
181 558 0 697 612 0 
67 904 338 225 34 480 
116 664 0 869 176 223 
280 211 235 704 284 334 
468 482 464 36 0 598 
869 48 387 91 6 647 
784 0 354 238 229 443 
748 338 473 0 0 489 
894 0 554 0 0 600 
850 0 403 177 172 446 
803 222 623 0 0 400 
843 11 600 26 65 503 
855 0 429 182 190 392 
150 659 735 0 123 381 
714 129 582 9 260 354 
650 65 465 232 296 340 
360 237 210 502 405 334 
105 1012 399 34 231 267 
144 929 149 202 624 0 
313 326 114 448 828 19 
407 58 314 476 460 333 
0 1077 0 421 550 0 
136 701 0 619 592 0 
403 49 309 484 487 316 
0 1077 0 474 497 0 
136 691 0 603 618 0 
395 58 329 476 469 321 
165 885 0 755 64 179 
277 419 10 753 499 90 
386 59 319 477 482 325 
482 331 354 218 153 510 
402 242 207 480 392 325 
422 50 309 477 482 308 
427 256 418 220 244 483 
389 197 336 395 399 332 
429 46 293 485 488 307 
397 250 489 251 206 455 
381 195 331 407 390 344 
388 57 315 488 490 310 
468 358 508 199 221 294 
395 241 336 371 436 269 
356 53 292 532 527 288 
945 0 371 285 268 179 
1 1344 455 11 12 225 
34 916 258 356 429 55 
98 760 193 446 551 0 
261 876 80 360 471 0 
0 1058 172 382 381 55 
44 897 87 485 535 0 
128 830 12 545 533 0 
0 1052 167 381 395 53 
43 861 79 567 498 0 
121 825 7 549 546 0 
26 1005 93 473 361 90 
82 827 0 662 445 32 
163 841 7 542 495 0 
706 387 422 87 0 446 
834 95 405 236 67 411 
831 68 366 252 165 366 
779 328 472 0 0 469 
985 0 502 95 0 466 
912 0 393 179 176 388 
730 307 566 0 0 445 
913 0 533 58 114 430 
896 0 428 185 184 355 
653 377 514 0 85 419 
870 71 462 69 228 348 
854 16 438 186 228 326 
727 0 326 343 350 302 
0 1148 450 0 0 450 
28 1103 275 170 255 217 
66 745 45 466 726 0 
188 434 88 596 651 91 
0 1150 243 197 211 247 
0 925 0 566 557 0 
147 526 0 680 695 0 
22 1101 225 256 182 262 
67 719 0 671 552 39 
172 517 52 625 638 44 
70 1040 338 130 0 470 
243 311 0 1077 84 333 
378 117 238 576 434 305 
239 689 443 93 0 584 
706 108 422 199 31 582 
759 0 328 317 309 335 
499 557 470 0 0 522 
875 0 581 3 0 589 
770 0 358 290 288 342 
379 629 540 0 50 450 
728 97 597 28 181 417 
735 0 378 319 314 302 
92 903 556 0 142 355 
538 238 618 0 439 215 
461 100 355 408 481 243 
267 175 276 542 438 350 
29 1108 478 4 33 396 
142 909 197 6 794 0 
184 362 124 456 922 0 
270 0 400 504 484 390 
29 1028 25 449 517 0 
57 739 0 600 652 0 
243 12 366 549 514 364 
0 1040 0 509 499 0 
58 742 0 633 615 0 
251 14 364 526 536 357 
74 982 0 588 318 86 
114 618 0 724 528 64 
282 0 381 497 518 370 
304 243 96 450 216 739 
277 168 252 551 421 379 
258 50 394 518 452 376 
288 46 478 316 318 602 
295 77 386 449 441 400 
305 47 386 488 433 389 
287 39 622 283 283 534 
294 77 415 438 441 383 
292 96 335 519 488 318 
277 166 603 279 377 346 
288 174 365 422 519 280 
277 68 334 495 538 336 
96 482 264 463 441 302 
28 987 353 19 377 284 
32 778 309 347 524 58 
66 608 88 564 722 0 
95 397 418 355 369 414 
0 725 300 382 420 221 
4 615 0 696 733 0 
98 287 471 360 359 473 
0 745 232 450 335 286 
13 619 0 745 671 0 
96 302 464 350 381 455 
34 730 140 503 297 344 
88 423 172 733 494 138 
80 343 352 476 466 331 
110 547 326 327 342 396 
103 474 286 455 427 303 
98 473 285 451 451 290 
87 515 377 315 375 379 
104 472 321 411 418 322 
101 474 297 446 439 291 
91 532 398 360 307 360 
86 446 346 426 406 338 
101 479 292 452 442 282 
140 542 404 488 373 101 
100 446 326 439 456 281 
68 403 300 489 490 298 
77 568 368 567 254 214 
0 1245 630 0 0 173 
28 1052 461 335 153 19 
100 897 254 457 331 9 
123 143 419 678 438 247 
39 1104 271 450 153 31 
31 1101 265 442 135 74 
79 1066 165 479 229 30 
16 1170 173 484 171 34 
34 1102 170 517 135 90 
68 1156 110 504 206 4 
1 1211 13 579 193 51 
35 1224 71 522 145 51 
102 770 371 437 348 20 
29 761 186 625 7 440 
62 489 345 627 184 341 
79 582 357 555 253 222 
37 818 421 368 53 351 
53 570 419 504 174 328 
73 505 433 509 215 313 
34 674 341 470 82 447 
57 509 430 510 187 355 
62 466 438 586 196 300 
45 766 483 380 56 318 
61 488 443 530 207 319 
64 513 388 604 222 257 
144 330 287 490 465 332 
0 1049 487 7 7 498 
14 1037 266 209 301 221 
36 761 23 515 713 0 
59 186 298 504 723 278 
0 1076 243 237 246 246 
18 728 0 631 671 0 
42 620 100 596 596 94 
0 1046 248 258 233 263 
13 750 0 696 589 0 
43 589 118 597 580 121 
20 1036 281 365 13 333 
81 565 0 1172 91 139 
77 1 455 502 542 471 
143 761 321 262 124 437 
156 407 320 465 281 419 
119 268 295 508 501 357 
144 681 364 229 234 396 
179 388 425 315 294 447 
149 316 334 472 444 333 
144 650 427 229 228 370 
179 375 434 292 372 396 
149 314 337 453 471 324 
90 875 497 1 254 331 
111 384 453 214 567 319 
100 112 432 438 561 405 
464 25 454 331 290 484 
0 1328 322 36 30 332 
10 1391 79 342 182 44 
18 1081 39 494 416 0 
11 822 132 627 366 90 
0 1366 47 421 163 51 
3 1165 0 531 349 0 
14 909 25 695 403 2 
13 1336 45 434 140 80 
19 1046 0 603 342 38 
21 896 141 602 381 7 
27 953 290 237 0 541 
115 406 340 634 0 553 
218 180 391 457 347 455 
376 483 457 152 18 562 
481 144 429 239 165 590 
527 7 453 259 257 545 
383 361 592 112 28 572 
475 20 563 205 199 586 
469 15 472 359 242 491 
358 465 600 104 67 454 
416 145 583 219 245 440 
462 17 496 360 259 454 
24 1012 587 0 99 326 
173 283 409 347 527 309 
271 161 458 443 365 350 
537 332 343 253 245 338 
80 833 549 0 96 490 
179 896 254 293 357 69 
248 855 123 353 409 60 
272 825 79 371 302 199 
60 1019 243 318 318 90 
27 1174 8 445 374 20 
157 975 27 394 412 83 
53 1035 92 304 330 234 
30 1183 20 370 438 7 
166 971 71 410 401 29 
185 917 62 352 287 245 
270 959 69 454 152 144 
268 818 201 310 373 78 
630 271 412 116 120 499 
619 204 518 100 104 503 
680 185 411 120 181 471 
685 224 527 37 69 506 
775 83 551 0 88 551 
718 174 433 130 146 447 
688 229 518 56 39 518 
757 130 539 91 0 531 
728 168 441 148 145 418 
638 264 502 117 107 420 
612 215 526 97 102 496 
671 195 449 171 124 438 
470 293 551 0 341 393 
89 961 585 0 81 332 
164 970 228 0 670 16 
268 895 150 0 733 2 
399 430 23 0 388 808 
120 1194 134 0 600 0 
187 1107 110 0 601 43 
103 1130 5 0 615 195 
0 1389 0 0 659 0 
99 1237 4 0 666 42 
124 1111 21 0 646 146 
18 1275 4 0 615 136 
103 1179 7 0 635 124 
194 648 75 0 907 224 
790 190 431 0 103 534 
565 213 598 0 148 524 
421 297 557 0 330 443 
614 91 686 0 80 577 
569 173 644 0 101 561 
587 164 609 0 181 507 
688 0 762 0 0 598 
578 112 738 0 1 619 
581 132 672 0 101 562 
614 104 735 0 77 518 
528 173 656 0 145 546 
687 213 460 0 177 511 
170 213 390 541 367 367 
38 1003 511 0 121 375 
263 704 376 0 693 12 
205 163 213 414 655 398 
187 141 431 429 444 416 
74 899 102 380 593 0 
113 636 39 566 694 0 
203 3 449 458 502 433 
0 1009 0 504 535 0 
80 597 0 674 697 0 
209 0 417 506 522 394 
80 904 18 581 361 104 
118 663 0 660 523 84 
197 11 464 450 488 438 
508 526 92 500 0 422 
177 315 296 536 441 283 
150 234 329 504 523 308 
248 618 186 419 325 252 
180 356 314 449 401 348 
148 341 304 467 477 311 
288 580 218 361 357 244 
189 315 348 429 424 343 
157 334 313 461 482 301 
259 625 229 311 435 189 
179 366 335 384 472 312 
140 345 306 454 494 309 
895 24 320 229 184 396 
99 631 381 333 336 268 
131 809 134 493 481 0 
311 888 108 347 394 0 
689 30 338 337 336 318 
0 982 0 530 536 0 
212 922 0 459 455 0 
579 274 192 398 416 189 
119 856 0 490 468 115 
208 951 0 428 461 0 
587 264 197 396 401 203 
207 638 0 368 632 203 
535 507 10 499 322 175 
676 18 343 332 332 347 
859 110 426 99 0 554 
799 72 396 224 157 400 
669 0 396 307 295 381 
926 0 568 0 0 554 
861 0 435 164 160 428 
815 0 364 253 251 365 
900 49 570 0 30 499 
832 0 422 168 178 448 
698 0 391 278 293 388 
719 315 602 0 313 99 
774 103 254 229 318 370 
663 1 385 310 312 377 
945 0 316 219 220 348 
0 603 652 75 69 649 
130 534 393 344 358 289 
197 810 177 414 450 0 
366 844 99 362 375 2 
0 643 340 360 377 328 
18 966 0 537 527 0 
324 821 0 446 457 0 
117 570 295 358 344 364 
198 815 0 459 416 160 
338 849 0 392 445 24 
228 544 407 140 53 676 
618 486 0 297 85 562 
583 144 341 355 265 360 
647 430 417 88 0 466 
795 80 540 85 2 546 
856 17 400 166 157 452 
885 352 397 0 0 414 
894 0 581 0 1 572 
832 0 465 149 140 462 
764 396 450 0 0 438 
783 62 550 5 69 579 
824 0 446 148 145 485 
227 625 664 0 138 394 
665 387 598 0 398 0 
642 99 377 248 305 377 
268 0 373 537 508 362 
0 1037 497 0 0 514 
5 1094 210 250 322 167 
31 953 62 364 638 0 
74 721 8 533 712 0 
0 1091 185 296 300 176 
0 1040 0 483 525 0 
43 681 0 639 685 0 
0 1094 187 287 293 187 
0 1058 0 545 445 0 
54 669 0 703 622 0 
27 1161 246 285 0 329 
58 911 0 608 346 125 
198 249 143 790 456 212 
162 886 358 101 0 541 
691 154 418 195 0 590 
582 127 297 392 247 403 
595 672 350 0 0 431 
881 12 547 5 1 602 
672 0 396 293 258 429 
534 646 502 0 8 358 
744 140 590 1 105 468 
680 8 414 267 340 339 
109 927 541 0 107 364 
695 192 551 0 227 383 
581 133 386 248 411 289 
571 0 310 455 437 275 
0 996 539 0 0 513 
208 858 504 0 189 289 
534 250 262 341 661 0 
580 46 258 396 482 286 
73 951 236 274 371 143 
177 727 93 465 586 0 
297 618 0 569 562 2 
0 1071 174 315 320 168 
100 736 0 619 593 0 
266 631 0 576 575 0 
85 991 73 379 262 258 
179 714 0 605 454 96 
284 630 1 571 562 0 
202 838 289 192 0 527 
569 235 0 648 350 246 
584 47 285 484 395 253 
585 459 402 95 1 506 
698 98 366 270 172 444 
832 0 374 235 225 382 
725 373 470 1 1 478 
832 0 419 182 177 438 
833 0 379 228 224 384 
590 466 491 1 98 402 
708 98 433 181 271 357 
827 0 394 233 233 361 
584 83 357 335 341 348 
0 919 405 153 157 414 
118 659 269 405 402 195 
168 713 207 355 400 205 
347 584 92 447 458 120 
192 572 299 347 354 284 
179 637 264 355 354 259 
296 890 37 384 388 53 
181 607 220 375 368 297 
199 657 216 373 344 259 
325 751 69 423 431 49 
153 896 308 169 0 522 
518 240 0 725 334 231 
484 0 360 479 429 296 
501 473 366 147 94 467 
579 148 413 289 188 431 
619 61 361 340 297 370 
563 379 435 104 106 461 
622 77 432 240 239 438 
627 69 391 295 296 370 
485 457 459 107 152 388 
565 131 438 203 294 417 
615 80 378 301 300 374 
169 851 548 0 157 323 
690 200 219 311 627 1 
564 14 293 367 428 382 
377 107 273 510 486 295 
0 1053 461 47 34 453 
25 806 222 444 396 155 
68 823 71 466 475 145 
248 530 159 461 487 163 
0 763 245 402 406 232 
30 740 180 448 457 193 
